entity_name,krs,path,status,old_file_value,new_file_value
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[4].pozycja[0].nrWpisuWprow,no_change,12,12
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[4].pozycja[0].zaOkresOdDo,no_change,1 STYCZNIA 2004 - 31 GRUDNIA 2004,1 STYCZNIA 2004 - 31 GRUDNIA 2004
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[5].pozycja[0].nrWpisuWprow,no_change,13,13
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[5].pozycja[0].zaOkresOdDo,no_change,01.01.2005 - 30.09.2006,01.01.2005 - 30.09.2006
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[6].pozycja[0].nrWpisuWprow,no_change,14,14
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[6].pozycja[0].zaOkresOdDo,no_change,01.10.2006 - 30.09.2007,01.10.2006 - 30.09.2007
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[7].pozycja[0].nrWpisuWprow,no_change,15,15
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[7].pozycja[0].zaOkresOdDo,no_change,01.10.2008 - 30.09.2009,01.10.2008 - 30.09.2009
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[8].pozycja[0].nrWpisuWprow,no_change,16,16
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[8].pozycja[0].zaOkresOdDo,no_change,01.10.2007 R. - 30.09.2008 R.,01.10.2007 R. - 30.09.2008 R.
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[9].pozycja[0].nrWpisuWprow,no_change,17,17
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuSprawozdaniaZDzialalnosci[9].pozycja[0].zaOkresOdDo,no_change,01.10.2009 - 30.09.2010,01.10.2009 - 30.09.2010
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[0].pozycja[0].nrWpisuWprow,no_change,3,3
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[0].pozycja[0].zaOkresOdDo,no_change,1 STYCZNIA 2000 - 31 GRUDNIA 2000,1 STYCZNIA 2000 - 31 GRUDNIA 2000
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[10].pozycja[0].nrWpisuWprow,no_change,18,18
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[10].pozycja[0].zaOkresOdDo,no_change,01.10.2010 - 30.09.2011,01.10.2010 - 30.09.2011
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[11].pozycja[0].nrWpisuWprow,no_change,19,19
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[11].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2011 DO 30.09.2012,OD 01.10.2011 DO 30.09.2012
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[12].pozycja[0].nrWpisuWprow,no_change,20,20
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[12].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2012 DO 30.09.2013,OD 01.10.2012 DO 30.09.2013
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[13].pozycja[0].nrWpisuWprow,no_change,21,21
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[13].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2013 DO 30.09.2014,OD 01.10.2013 DO 30.09.2014
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[14].pozycja[0].nrWpisuWprow,no_change,26,26
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[14].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2014 DO 30.09.2015,OD 01.10.2014 DO 30.09.2015
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[15].pozycja[0].nrWpisuWprow,no_change,28,28
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[15].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2015 DO 01.10.2016,OD 01.10.2015 DO 01.10.2016
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[16].pozycja[0].nrWpisuWprow,no_change,34,34
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[16].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2016 DO 30.09.2017,OD 01.10.2016 DO 30.09.2017
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[17].pozycja[0].nrWpisuWprow,no_change,39,39
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[17].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2017 DO 30.09.2018,OD 01.10.2017 DO 30.09.2018
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[18].pozycja[0].nrWpisuWprow,no_change,43,43
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[18].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2018 DO 30.09.2019,OD 01.10.2018 DO 30.09.2019
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[19].pozycja[0].nrWpisuWprow,no_change,52,52
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[19].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2020 DO 30.09.2021,OD 01.10.2020 DO 30.09.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[1].pozycja[0].nrWpisuWprow,no_change,4,4
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[1].pozycja[0].zaOkresOdDo,no_change,OD 1 STYCZNIA 2001 DO 31 GRUDNIA 2001,OD 1 STYCZNIA 2001 DO 31 GRUDNIA 2001
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[20].pozycja[0].nrWpisuWprow,no_change,56,56
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[20].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2021 DO 30.09.2022,OD 01.10.2021 DO 30.09.2022
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[21].pozycja[0].nrWpisuWprow,no_change,63,63
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[21].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2022 DO 30.09.2023,OD 01.10.2022 DO 30.09.2023
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[22].pozycja[0].nrWpisuWprow,no_change,67,67
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[22].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2023 DO 30.09.2024,OD 01.10.2023 DO 30.09.2024
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[23].pozycja[0].nrWpisuWprow,no_change,74,74
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[23].pozycja[0].zaOkresOdDo,no_change,OD 01.10.2024 DO 30.09.2025,OD 01.10.2024 DO 30.09.2025
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[2].pozycja[0].nrWpisuWprow,no_change,6,6
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[2].pozycja[0].zaOkresOdDo,no_change,1 STYCZEŃ 2002 - 31 GRUDZIEŃ 2002,1 STYCZEŃ 2002 - 31 GRUDZIEŃ 2002
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[3].pozycja[0].nrWpisuWprow,no_change,11,11
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[3].pozycja[0].zaOkresOdDo,no_change,1 STYCZNIA 2003 - 31 GRUDNIA 2003,1 STYCZNIA 2003 - 31 GRUDNIA 2003
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[4].pozycja[0].nrWpisuWprow,no_change,12,12
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[4].pozycja[0].zaOkresOdDo,no_change,1 STYCZNIA 2004 - 31 GRUDNIA 2004,1 STYCZNIA 2004 - 31 GRUDNIA 2004
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[5].pozycja[0].nrWpisuWprow,no_change,13,13
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[5].pozycja[0].zaOkresOdDo,no_change,01.01.2005 - 30.09.2006,01.01.2005 - 30.09.2006
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[6].pozycja[0].nrWpisuWprow,no_change,14,14
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[6].pozycja[0].zaOkresOdDo,no_change,01.10.2006 - 30.09.2007,01.10.2006 - 30.09.2007
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[7].pozycja[0].nrWpisuWprow,no_change,15,15
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[7].pozycja[0].zaOkresOdDo,no_change,01.10.2008 - 30.09.2009,01.10.2008 - 30.09.2009
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[8].pozycja[0].nrWpisuWprow,no_change,16,16
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[8].pozycja[0].zaOkresOdDo,no_change,01.10.2007 R. - 30.09.2008 R.,01.10.2007 R. - 30.09.2008 R.
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[9].pozycja[0].nrWpisuWprow,no_change,17,17
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial3.wzmiankiOZlozonychDokumentach.wzmiankaOZlozeniuUchwalyPostanowieniaOZatwierdzeniuRocznegoSprawozdaniaFinansowego[9].pozycja[0].zaOkresOdDo,no_change,01.10.2009 - 30.09.2010,01.10.2009 - 30.09.2010
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].okreslenieOkolicznosci[0].nrWpisuWprow,no_change,25,25
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].okreslenieOkolicznosci[0].okreslenieOkolicznosci,no_change,PRZEJĘCIE INNEJ SPÓŁKI,PRZEJĘCIE INNEJ SPÓŁKI
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].opisPolaczeniaPodzialuPrzeksztalcenia[0].nrWpisuWprow,no_change,25,25
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].opisPolaczeniaPodzialuPrzeksztalcenia[0].opisPolaczeniaPodzialuPrzeksztalcenia,no_change,"POŁĄCZENIE POPRZEZ PRZEJĘCIE W TRYBIE ART. 492 § 1 PKT 1 KSH INNEJ SPÓŁKI, TJ. LOGICACMG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ Z SIEDZIBĄ W WARSZAWIE (ADRES: UL. HRUBIESZOWSKA 2, 01-209 WARSZAWA) - REGON 017271036, NIP 5252210159 - WPISANEJ DO REJESTRU PRZEDSIĘBIORCÓW KRAJOWEGO REJESTRU SĄDOWEGO PROWADZONEGO PRZEZ SĄD REJONOWY DLA M. ST. WARSZAWY, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO, POD NUMEREM KRS: 000007375. PODSTAWĄ POŁĄCZENIA JEST UCHWAŁA NR 1 NADZWYCZAJNEGO ZGROMADZENIA WSPÓLNIKÓW SPÓŁKI POD FIRMĄ: LOGICACMG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ Z SIEDZIBĄ W WARSZAWIE Z DNIA 08 SIERPNIA 2016 ROKU W SPRAWIE: POŁĄCZENIA SPÓŁKI PRZEJMOWANEJ, ZAPROTOKOŁOWANA PRZEZ DOMINIKA PIOTROWSKIEGO, NOTARIUSZA W WARSZAWIE, PROWADZĄCEGO KANCELARIĘ NOTARIALNĄ PRZY UL. NOWOLIPKI 27B LOK. 3, 01-010 WARSZAWA, POD NR REP. A - 7718/2016.","POŁĄCZENIE POPRZEZ PRZEJĘCIE W TRYBIE ART. 492 § 1 PKT 1 KSH INNEJ SPÓŁKI, TJ. LOGICACMG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ Z SIEDZIBĄ W WARSZAWIE (ADRES: UL. HRUBIESZOWSKA 2, 01-209 WARSZAWA) - REGON 017271036, NIP 5252210159 - WPISANEJ DO REJESTRU PRZEDSIĘBIORCÓW KRAJOWEGO REJESTRU SĄDOWEGO PROWADZONEGO PRZEZ SĄD REJONOWY DLA M. ST. WARSZAWY, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO, POD NUMEREM KRS: 000007375. PODSTAWĄ POŁĄCZENIA JEST UCHWAŁA NR 1 NADZWYCZAJNEGO ZGROMADZENIA WSPÓLNIKÓW SPÓŁKI POD FIRMĄ: LOGICACMG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ Z SIEDZIBĄ W WARSZAWIE Z DNIA 08 SIERPNIA 2016 ROKU W SPRAWIE: POŁĄCZENIA SPÓŁKI PRZEJMOWANEJ, ZAPROTOKOŁOWANA PRZEZ DOMINIKA PIOTROWSKIEGO, NOTARIUSZA W WARSZAWIE, PROWADZĄCEGO KANCELARIĘ NOTARIALNĄ PRZY UL. NOWOLIPKI 27B LOK. 3, 01-010 WARSZAWA, POD NR REP. A - 7718/2016."
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].podmiotyPrzejmowane[0].identyfikator[0].nrWpisuWprow,no_change,25,25
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].podmiotyPrzejmowane[0].identyfikator[0].regon,no_change,01727103600000,01727103600000
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].podmiotyPrzejmowane[0].krajNazwaRejestru[0].krajNazwaRejestru,no_change,KRAJOWY REJESTR SĄDOWY,KRAJOWY REJESTR SĄDOWY
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].podmiotyPrzejmowane[0].krajNazwaRejestru[0].nrWpisuWprow,no_change,25,25
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].podmiotyPrzejmowane[0].nazwa[0].nazwa,no_change,"LOGICACMG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,------","LOGICACMG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,------"
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[0].podmiotyPrzejmowane[0].nazwa[0].nrWpisuWprow,no_change,25,25
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[1].okreslenieOkolicznosci[0].nrWpisuWprow,no_change,58,58
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[1].okreslenieOkolicznosci[0].okreslenieOkolicznosci,no_change,PRZEJĘCIE INNEJ SPÓŁKI,PRZEJĘCIE INNEJ SPÓŁKI
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.dane.dzial6.polaczeniePodzialPrzeksztalcenie[1].opisPolaczeniaPodzialuPrzeksztalcenia[0].nrWpisuWprow,no_change,58,58
